PARISH_TOWN_ID,PARISH_TOWN_CODE,PARISH_TOWN,PARISH_TOWN_DISPLAY,UFI,UFI_CREATED
  1461,2954,LAEN,PARISH OF LAEN,       10010932,2008/02/28
  1462,5442,LAH (T),TOWNSHIP OF LAH,       10010933,2008/02/28
  1464,5443,LAKE BOGA (T),TOWNSHIP OF LAKE BOGA,       10010935,2008/02/28
  1465,5444,LAKE BOLAC (T),TOWNSHIP OF LAKE BOLAC,       10010936,2008/02/28
  1467,2956,LAKE LAKE WOLLARD,PARISH OF LAKE LAKE WOLLARD,       10010938,2008/02/28
  1468,5446,LAKE ROWAN (T),TOWNSHIP OF LAKE ROWAN,       10010939,2008/02/28
  1469,5447,LAKES ENTRANCE (T),TOWNSHIP OF LAKES ENTRANCE,       10010940,2008/02/28
  1471,5448,LAL LAL (T),TOWNSHIP OF LAL LAL,       10010942,2008/02/28
  1472,2957,LALBERT,PARISH OF LALBERT,       10010943,2008/02/28
  1474,2960,LALLAT,PARISH OF LALLAT,       10010945,2008/02/28
  1475,2961,LAMBRUK,PARISH OF LAMBRUK,       10010946,2008/02/28
  1476,5449,LAMPLOUGH (T),TOWNSHIP OF LAMPLOUGH,       10010947,2008/02/28
  1478,5450,LANCEFIELD (T),TOWNSHIP OF LANCEFIELD,       10010949,2008/02/28
  1479,2963,LANDSBOROUGH,PARISH OF LANDSBOROUGH,       10010950,2008/02/28
  1481,2968,LANG LANG,PARISH OF LANG LANG,       10010952,2008/02/28
  1482,2969,LANG LANG EAST,PARISH OF LANG LANG EAST,       10010953,2008/02/28
  1483,2966,LANGI LOGAN,PARISH OF LANGI LOGAN,       10010954,2008/02/28
  1485,2965,LANGI-KAL-KAL,PARISH OF LANGI-KAL-KAL,       10010956,2008/02/28
  1486,2967,LANGKOOP,PARISH OF LANGKOOP,       10010957,2008/02/28
  1487,2970,LANGLEY,PARISH OF LANGLEY,       10010958,2008/02/28
  1489,2972,LANGWARRIN,PARISH OF LANGWARRIN,       10010960,2008/02/28
  1490,2973,LANGWORNOR,PARISH OF LANGWORNOR,       10010961,2008/02/28
  1492,5452,LARA (T),TOWNSHIP OF LARA,       10010963,2008/02/28
  1493,2975,LARNEEBUNYAH,PARISH OF LARNEEBUNYAH,       10010964,2008/02/28
  1495,5453,LAUNCHING PLACE (T),TOWNSHIP OF LAUNCHING PLACE,       10010966,2008/02/28
  1496,2978,LAURAVILLE,PARISH OF LAURAVILLE,       10010967,2008/02/28
  1498,5454,LAURISTON (T),TOWNSHIP OF LAURISTON,       10010969,2008/02/28
  1499,2980,LAWALUK,PARISH OF LAWALUK,       10010970,2008/02/28
  1501,5455,LAWLOIT (T),TOWNSHIP OF LAWLOIT,       10010972,2008/02/28
  1502,5456,LAWRENCE (T),TOWNSHIP OF LAWRENCE,       10010973,2008/02/28
  1504,2983,LEAGHUR,PARISH OF LEAGHUR,       10010975,2008/02/28
  1505,5457,LEARMONTH (T),TOWNSHIP OF LEARMONTH,       10010976,2008/02/28
  1506,2984,LEDCOURT,PARISH OF LEDCOURT,       10010977,2008/02/28
  1508,2986,LEICHARDT,PARISH OF LEICHARDT,       10010979,2008/02/28
  1510,5459,LEONARDS HILL (T),TOWNSHIP OF LEONARDS HILL,       10010981,2008/02/28
  1511,2987,LEONGATHA,PARISH OF LEONGATHA,       10010982,2008/02/28
  1512,5460,LEONGATHA (T),TOWNSHIP OF LEONGATHA,       10010983,2008/02/28
  1514,2988,LEXINGTON,PARISH OF LEXINGTON,       10010985,2008/02/28
  1515,2989,LEXTON,PARISH OF LEXTON,       10010986,2008/02/28
  1516,5462,LEXTON (T),TOWNSHIP OF LEXTON,       10010987,2008/02/28
  1518,2991,LICOLA,PARISH OF LICOLA,       10010989,2008/02/28
  1519,2992,LICOLA NORTH,PARISH OF LICOLA NORTH,       10010990,2008/02/28
  1520,2993,LIGAR,PARISH OF LIGAR,       10010991,2008/02/28
  1522,2995,LILLIMUR,PARISH OF LILLIMUR,       10010993,2008/02/28
  1523,5463,LILLIMUR (T),TOWNSHIP OF LILLIMUR,       10010994,2008/02/28
  1525,2996,LILLIPUT,PARISH OF LILLIPUT,       10010996,2008/02/28
  1526,2997,LILLIRIE,PARISH OF LILLIRIE,       10010997,2008/02/28
  1527,5465,LILYDALE (T),TOWNSHIP OF LILYDALE,       10010998,2008/02/28
  1529,5466,LINGA (T),TOWNSHIP OF LINGA,       10011000,2008/02/28
  1530,2999,LINLITHGOW,PARISH OF LINLITHGOW,       10011001,2008/02/28
  1532,5467,LINTON (T),TOWNSHIP OF LINTON,       10011003,2008/02/28
  1533,3001,LIPAROO,PARISH OF LIPAROO,       10011004,2008/02/28
  1535,5468,LISMORE (T),TOWNSHIP OF LISMORE,       10011006,2008/02/28
  1536,3003,LITTLE BILLY,PARISH OF LITTLE BILLY,       10011007,2008/02/28
  1538,3004,LIVINGSTONE,PARISH OF LIVINGSTONE,       10011009,2008/02/28
  1539,5470,LLANELLY (T),TOWNSHIP OF LLANELLY,       10011010,2008/02/28
  1540,3005,LOCHIEL,PARISH OF LOCHIEL,       10011011,2008/02/28
  1542,5472,LOCKSLEY (T),TOWNSHIP OF LOCKSLEY,       10011013,2008/02/28
  1543,3006,LOCKWOOD,PARISH OF LOCKWOOD,       10011014,2008/02/28
  1544,5473,LOCKWOOD (T),TOWNSHIP OF LOCKWOOD,       10011015,2008/02/28
  1546,3008,LODGE PARK,PARISH OF LODGE PARK,       10011017,2008/02/28
  1547,3009,LONGERENONG,PARISH OF LONGERENONG,       10011018,2008/02/28
  1549,3010,LONGFORD,PARISH OF LONGFORD,       10011020,2008/02/28
  1550,5475,LONGFORD (T),TOWNSHIP OF LONGFORD,       10011021,2008/02/28
  1551,3011,LONGWARRY,PARISH OF LONGWARRY,       10011022,2008/02/28
  1553,3012,LONGWOOD,PARISH OF LONGWOOD,       10011024,2008/02/28
  1554,5477,LONGWOOD (T),TOWNSHIP OF LONGWOOD,       10011025,2008/02/28
  1555,3013,LOOMAT,PARISH OF LOOMAT,       10011026,2008/02/28
  1557,3015,LORNE,PARISH OF LORNE,       10011028,2008/02/28
  1558,5478,LORNE (T),TOWNSHIP OF LORNE,       10011029,2008/02/28
  1560,5479,LORQUON (T),TOWNSHIP OF LORQUON,       10011031,2008/02/28
  1561,3017,LOWAN,PARISH OF LOWAN,       10011032,2008/02/28
  1563,5481,LOWER HOMEBUSH (T),TOWNSHIP OF LOWER HOMEBUSH,       10011034,2008/02/28
  1564,3018,LOWRY,PARISH OF LOWRY,       10011035,2008/02/28
  1565,3020,LOY YANG,PARISH OF LOY YANG,       10011036,2008/02/28
  1567,5482,LUBECK (T),TOWNSHIP OF LUBECK,       10011038,2008/02/28
  1568,5483,LUCKNOW (T),TOWNSHIP OF LUCKNOW,       10011039,2008/02/28
  1570,3022,LURG,PARISH OF LURG,       10011041,2008/02/28
  1571,3023,LYELL,PARISH OF LYELL,       10011042,2008/02/28
  1572,3024,LYNCHFIELD,PARISH OF LYNCHFIELD,       10011043,2008/02/28
  1574,5484,LYONS (T),TOWNSHIP OF LYONS,       10011045,2008/02/28
  1575,5485,LYONVILLE (T),TOWNSHIP OF LYONVILLE,       10011046,2008/02/28
  1577,5486,MACARTHUR (T),TOWNSHIP OF MACARTHUR,       10011048,2008/02/28
  1578,3027,MACEDON,PARISH OF MACEDON,       10011049,2008/02/28
  1579,5487,MACEDON (T),TOWNSHIP OF MACEDON,       10011050,2008/02/28
  1581,3028,MACORNA,PARISH OF MACORNA,       10011052,2008/02/28
  1582,5489,MAFEKING (T),TOWNSHIP OF MAFEKING,       10011053,2008/02/28
  1583,3029,MAFFRA,PARISH OF MAFFRA,       10011054,2008/02/28
  1584,5490,MAFFRA (T),TOWNSHIP OF MAFFRA,       10011055,2008/02/28
  1586,3031,MAGDALA SOUTH,PARISH OF MAGDALA SOUTH,       10011057,2008/02/28
  1587,3032,MAGEPPA,PARISH OF MAGEPPA,       10011058,2008/02/28
  1589,3034,MAHARATTA,PARISH OF MAHARATTA,       10011060,2008/02/28
  1590,3035,MAHKWALLOK,PARISH OF MAHKWALLOK,       10011061,2008/02/28
  1592,3037,MAINDAMPLE,PARISH OF MAINDAMPLE,       10011063,2008/02/28
  1593,5491,MAINDAMPLE (T),TOWNSHIP OF MAINDAMPLE,       10011064,2008/02/28
  1595,5492,MAJORCA (T),TOWNSHIP OF MAJORCA,       10011066,2008/02/28
  1596,3039,MAJORLOCK,PARISH OF MAJORLOCK,       10011067,2008/02/28
  1597,3040,MALAKOFF,PARISH OF MALAKOFF,       10011068,2008/02/28
  1599,3042,MALDON,PARISH OF MALDON,       10011070,2008/02/28
  1600,5493,MALDON (T),TOWNSHIP OF MALDON,       10011071,2008/02/28
  1602,3044,MALLACOOTA,PARISH OF MALLACOOTA,       10011073,2008/02/28
  1603,5494,MALLACOOTA (T),TOWNSHIP OF MALLACOOTA,       10011074,2008/02/28
  1605,3046,MALLOREN,PARISH OF MALLOREN,       10011076,2008/02/28
  1606,5495,MALMSBURY (T),TOWNSHIP OF MALMSBURY,       10011077,2008/02/28
  1607,3047,MAMBOURIN,PARISH OF MAMBOURIN,       10011078,2008/02/28
  1609,3049,MANANGATANG,PARISH OF MANANGATANG,       10011080,2008/02/28
  1610,5496,MANANGATANG (T),TOWNSHIP OF MANANGATANG,       10011081,2008/02/28
  1612,3051,MANDURANG,PARISH OF MANDURANG,       10011083,2008/02/28
  1613,5497,MANDURANG (T),TOWNSHIP OF MANDURANG,       10011084,2008/02/28
  1614,3052,MANEROO,PARISH OF MANEROO,       10011085,2008/02/28
  1616,5498,MANGALORE (T),TOWNSHIP OF MANGALORE,       10011087,2008/02/28
  1617,3054,MANNIBADAR,PARISH OF MANNIBADAR,       10011088,2008/02/28
  1619,3055,MANPY,PARISH OF MANPY,       10011090,2008/02/28
  1620,3056,MANSFIELD,PARISH OF MANSFIELD,       10011091,2008/02/28
  1621,5500,MANSFIELD (T),TOWNSHIP OF MANSFIELD,       10011092,2008/02/28
  1623,3058,MARAMINGO,PARISH OF MARAMINGO,       10011094,2008/02/28
  1625,5501,MARENGO (T),TOWNSHIP OF MARENGO,       10011096,2008/02/28
  1628,5502,MARIBYRNONG (T),TOWNSHIP OF MARIBYRNONG,       10011099,2008/02/28
  1629,3062,MARIDA YALLOCK,PARISH OF MARIDA YALLOCK,       10011100,2008/02/28
  1630,3063,MARLBED,PARISH OF MARLBED,       10011101,2008/02/28
  1632,3064,MARLOOH,PARISH OF MARLOOH,       10011103,2008/02/28
  1633,3065,MARMA,PARISH OF MARMA,       10011104,2008/02/28
  1635,3067,MARNOO,PARISH OF MARNOO,       10011106,2008/02/28
  1636,5504,MARNOO (T),TOWNSHIP OF MARNOO,       10011107,2008/02/28
  1638,5505,MARONG (T),TOWNSHIP OF MARONG,       10011109,2008/02/28
  1639,5506,MAROONA (T),TOWNSHIP OF MAROONA,       10011110,2008/02/28
  1641,3070,MARROO,PARISH OF MARROO,       10011112,2008/02/28
  1642,5507,MARUNGI (T),TOWNSHIP OF MARUNGI,       10011113,2008/02/28
  1645,5509,MARYSVILLE (T),TOWNSHIP OF MARYSVILLE,       10011116,2008/02/28
  1646,3072,MARYVALE,PARISH OF MARYVALE,       10011117,2008/02/28
  1647,5510,MATHIESONS (T),TOWNSHIP OF MATHIESONS,       10011118,2008/02/28
  1649,5511,MATLOCK (T),TOWNSHIP OF MATLOCK,       10011120,2008/02/28
  1650,3074,MATONG,PARISH OF MATONG,       10011121,2008/02/28
  1652,5512,MAUDE (T),TOWNSHIP OF MAUDE,       10011123,2008/02/28
  1653,3076,MEATIAN,PARISH OF MEATIAN,       10011124,2008/02/28
  1655,5513,MEENIYAN (T),TOWNSHIP OF MEENIYAN,       10011126,2008/02/28
  1656,3078,MEERAI,PARISH OF MEERAI,       10011127,2008/02/28
  1657,3079,MEEREEK,PARISH OF MEEREEK,       10011128,2008/02/28
  1659,3081,MEERING WEST,PARISH OF MEERING WEST,       10011130,2008/02/28
  1660,3082,MEERLIEU,PARISH OF MEERLIEU,       10011131,2008/02/28
  1662,3083,MELBOURNE NORTH,PARISH OF MELBOURNE NORTH,       10011133,2008/02/28
  1664,3085,MELLICK-MUNJIE,PARISH OF MELLICK-MUNJIE,       10011135,2008/02/28
  1665,3086,MELLIER,PARISH OF MELLIER,       10011136,2008/02/28
  1667,3087,MEPUNGA,PARISH OF MEPUNGA,       10011138,2008/02/28
  1668,3088,MERAN,PARISH OF MERAN,       10011139,2008/02/28
  1670,5516,MERBEIN (T),TOWNSHIP OF MERBEIN,       10011141,2008/02/28
  1671,3090,MEREDITH,PARISH OF MEREDITH,       10011142,2008/02/28
  1673,5518,MERINGO (T),TOWNSHIP OF MERINGO,       10011144,2008/02/28
  1674,3091,MERINGUR,PARISH OF MERINGUR,       10011145,2008/02/28
  1675,5519,MERINGUR (T),TOWNSHIP OF MERINGUR,       10011146,2008/02/28
  1677,5520,MERINO (T),TOWNSHIP OF MERINO,       10011148,2008/02/28
  1678,3093,MERRIANG,PARISH OF MERRIANG,       10011149,2008/02/28
  1680,3094,MERRIJIG,PARISH OF MERRIJIG,       10011151,2008/02/28
  1681,5522,MERRIJIG (T),TOWNSHIP OF MERRIJIG,       10011152,2008/02/28
  1682,3095,MERRIMU,PARISH OF MERRIMU,       10011153,2008/02/28
  1683,3096,MERRINEE,PARISH OF MERRINEE,       10011154,2008/02/28
  1685,3097,MERRYMBUELA,PARISH OF MERRYMBUELA,       10011156,2008/02/28
  1686,3098,MERTON,PARISH OF MERTON,       10011157,2008/02/28
  1687,5524,MERTON (T),TOWNSHIP OF MERTON,       10011158,2008/02/28
  1688,3099,METCALFE,PARISH OF METCALFE,       10011159,2008/02/28
  1689,5525,METCALFE (T),TOWNSHIP OF METCALFE,       10011160,2008/02/28
  1690,5526,METUNG (T),TOWNSHIP OF METUNG,       10011161,2008/02/28
  1691,5527,MIA MIA (T),TOWNSHIP OF MIA MIA,       10011162,2008/02/28
  1692,3100,MICKLEHAM,PARISH OF MICKLEHAM,       10011163,2008/02/28
  1693,5528,MIDDLE CREEK (T),TOWNSHIP OF MIDDLE CREEK,       10011164,2008/02/28
  1694,3101,MIEPOLL,PARISH OF MIEPOLL,       10011165,2008/02/28
  1695,5529,MIEPOLL (T),TOWNSHIP OF MIEPOLL,       10011166,2008/02/28
  1696,3102,MILDURA,PARISH OF MILDURA,       10011167,2008/02/28
  1697,3103,MILLEWA,PARISH OF MILLEWA,       10011168,2008/02/28
  1698,3104,MILLOO,PARISH OF MILLOO,       10011169,2008/02/28
  1699,5530,MILLTOWN (T),TOWNSHIP OF MILLTOWN,       10011170,2008/02/28
  1700,3105,MILMED,PARISH OF MILMED,       10011171,2008/02/28
  1701,3106,MINAPRE,PARISH OF MINAPRE,       10011172,2008/02/28
  1702,3107,MINCHA,PARISH OF MINCHA,       10011173,2008/02/28
  1703,3108,MINCHA WEST,PARISH OF MINCHA WEST,       10011174,2008/02/28
  1704,3109,MINDAI,PARISH OF MINDAI,       10011175,2008/02/28
  1705,5531,MINERS REST (T),TOWNSHIP OF MINERS REST,       10011176,2008/02/28
  1706,3110,MINHAMITE,PARISH OF MINHAMITE,       10011177,2008/02/28
  1707,3111,MINIMAY,PARISH OF MINIMAY,       10011178,2008/02/28
  1708,5532,MINIMAY (T),TOWNSHIP OF MINIMAY,       10011179,2008/02/28
  1709,3112,MININERA,PARISH OF MININERA,       10011180,2008/02/28
  1710,3113,MINJAH,PARISH OF MINJAH,       10011181,2008/02/28
  1711,3114,MINJAH NORTH,PARISH OF MINJAH NORTH,       10011182,2008/02/28
  1712,3115,MINOOK,PARISH OF MINOOK,       10011183,2008/02/28
  1713,3116,MINTO,PARISH OF MINTO,       10011184,2008/02/28
  1714,5533,MINYIP (T),TOWNSHIP OF MINYIP,       10011185,2008/02/28
  1715,3117,MIOWERA,PARISH OF MIOWERA,       10011186,2008/02/28
  1716,5534,MIRALIE (T),TOWNSHIP OF MIRALIE,       10011187,2008/02/28
  1717,5535,MIRAM (T),TOWNSHIP OF MIRAM,       10011188,2008/02/28
  1718,3118,MIRAMPIRAM,PARISH OF MIRAMPIRAM,       10011189,2008/02/28
  1719,3119,MIRBOO,PARISH OF MIRBOO,       10011190,2008/02/28
  1720,5536,MIRBOO (T),TOWNSHIP OF MIRBOO,       10011191,2008/02/28
  1721,5537,MIRBOO NORTH (T),TOWNSHIP OF MIRBOO NORTH,       10011192,2008/02/28
  1722,3120,MIRBOO SOUTH,PARISH OF MIRBOO SOUTH,       10011193,2008/02/28
  1723,3121,MIRIMBAH,PARISH OF MIRIMBAH,       10011194,2008/02/28
  1725,3123,MIRNEE,PARISH OF MIRNEE,       10011196,2008/02/28
  1726,3124,MIRRANATWA,PARISH OF MIRRANATWA,       10011197,2008/02/28
  1728,5538,MITCHELLSTOWN (T),TOWNSHIP OF MITCHELLSTOWN,       10011199,2008/02/28
  1729,3126,MITIAMO,PARISH OF MITIAMO,       10011200,2008/02/28
  1731,5539,MITTA MITTA (T),TOWNSHIP OF MITTA MITTA,       10011202,2008/02/28
  1732,3128,MITTYACK,PARISH OF MITTYACK,       10011203,2008/02/28
  1733,5540,MITTYACK (T),TOWNSHIP OF MITTYACK,       10011204,2008/02/28
  1735,3130,MOAH,PARISH OF MOAH,       10011206,2008/02/28
  1736,3131,MOALLAACK,PARISH OF MOALLAACK,       10011207,2008/02/28
  1738,3133,MOCKINYA,PARISH OF MOCKINYA,       10011209,2008/02/28
  1739,3134,MODEWARRE,PARISH OF MODEWARRE,       10011210,2008/02/28
  1741,3135,MOE,PARISH OF MOE,       10011212,2008/02/28
  1742,5542,MOE (T),TOWNSHIP OF MOE,       10011213,2008/02/28
  1743,3136,MOGLONEMBY,PARISH OF MOGLONEMBY,       10011214,2008/02/28
  1745,3138,MOIRA,PARISH OF MOIRA,       10011216,2008/02/28
  1746,3139,MOKANGER,PARISH OF MOKANGER,       10011217,2008/02/28
  1748,3141,MOKOAN,PARISH OF MOKOAN,       10011219,2008/02/28
  1749,3142,MOLESWORTH,PARISH OF MOLESWORTH,       10011220,2008/02/28
  1751,3143,MOLIAGUL,PARISH OF MOLIAGUL,       10011222,2008/02/28
  1752,5544,MOLIAGUL (T),TOWNSHIP OF MOLIAGUL,       10011223,2008/02/28
  1753,3144,MOLKA,PARISH OF MOLKA,       10011224,2008/02/28
  1755,5545,MOLYULLAH (T),TOWNSHIP OF MOLYULLAH,       10011226,2008/02/28
  1756,3146,MONBULK,PARISH OF MONBULK,       10011227,2008/02/28
  1758,3147,MONDA,PARISH OF MONDA,       10011229,2008/02/28
  1759,3148,MONEA NORTH,PARISH OF MONEA NORTH,       10011230,2008/02/28
  1760,3149,MONEA SOUTH,PARISH OF MONEA SOUTH,       10011231,2008/02/28
  1762,3151,MONIVAE,PARISH OF MONIVAE,       10011233,2008/02/28
  1763,3152,MONOMAK,PARISH OF MONOMAK,       10011234,2008/02/28
  1765,3154,MOOLERR,PARISH OF MOOLERR,       10011236,2008/02/28
  1766,3155,MOOLORT,PARISH OF MOOLORT,       10011237,2008/02/28
  1768,3157,MOOMOWROONG,PARISH OF MOOMOWROONG,       10011239,2008/02/28
  1769,5547,MOONAMBEL (T),TOWNSHIP OF MOONAMBEL,       10011240,2008/02/28
  1771,3159,MOONIP,PARISH OF MOONIP,       10011242,2008/02/28
  1772,3160,MOONKAN,PARISH OF MOONKAN,       10011243,2008/02/28
  1773,3161,MOONLIGHT,PARISH OF MOONLIGHT,       10011244,2008/02/28
  1775,3163,MOORABBIN,PARISH OF MOORABBIN,       10011246,2008/02/28
  1777,3165,MOORALLA,PARISH OF MOORALLA,       10011248,2008/02/28
  1778,3166,MOORARBOOL EAST,PARISH OF MOORARBOOL EAST,       10011249,2008/02/28
  1779,3167,MOORARBOOL WEST,PARISH OF MOORARBOOL WEST,       10011250,2008/02/28
  1781,3169,MOOREE,PARISH OF MOOREE,       10011252,2008/02/28
  1782,5548,MOORILIM (T),TOWNSHIP OF MOORILIM,       10011253,2008/02/28
  1783,3170,MOORMBOOL EAST,PARISH OF MOORMBOOL EAST,       10011254,2008/02/28
  1785,3172,MOORMURNG,PARISH OF MOORMURNG,       10011256,2008/02/28
  1786,3173,MOORNAPA,PARISH OF MOORNAPA,       10011257,2008/02/28
  1787,3174,MOORNGAG,PARISH OF MOORNGAG,       10011258,2008/02/28
  1789,3176,MOOROOLBARK,PARISH OF MOOROOLBARK,       10011260,2008/02/28
  1790,3177,MOOROOPNA,PARISH OF MOOROOPNA,       10011261,2008/02/28
  1792,3178,MOOROOPNA WEST,PARISH OF MOOROOPNA WEST,       10011263,2008/02/28
  1793,3179,MOORPANYAL,PARISH OF MOORPANYAL,       10011264,2008/02/28
  1794,3180,MOORTWORRA,PARISH OF MOORTWORRA,       10011265,2008/02/28
  1796,3182,MORANDING,PARISH OF MORANDING,       10011267,2008/02/28
  1797,3183,MORANG,PARISH OF MORANG,       10011268,2008/02/28
  1798,3184,MORANGHURK,PARISH OF MORANGHURK,       10011269,2008/02/28
  1800,3186,MORDIALLOC,PARISH OF MORDIALLOC,       10011271,2008/02/28
  1801,3186A,MORDIALLOC:CITY OF (MORDIALLOC),"CITY OF MORDIALLOC, PARISH OF MORDIALLOC",       10011272,2008/02/28
  1803,3188,MOREEP,PARISH OF MOREEP,       10011274,2008/02/28
  1805,3190,MORKALLA,PARISH OF MORKALLA,       10011276,2008/02/28
  1806,5550,MORKALLA (T),TOWNSHIP OF MORKALLA,       10011277,2008/02/28
  1807,5551,MORNINGTON (T),TOWNSHIP OF MORNINGTON,       10011278,2008/02/28
  1809,3192,MOROKA,PARISH OF MOROKA,       10011280,2008/02/28
  1810,5552,MORRISONS (T),TOWNSHIP OF MORRISONS,       10011281,2008/02/28
  1812,3194,MORTAT,PARISH OF MORTAT,       10011283,2008/02/28
  1813,3195,MORTCHUP,PARISH OF MORTCHUP,       10011284,2008/02/28
  1814,3196,MORTLAKE,PARISH OF MORTLAKE,       10011285,2008/02/28
  1816,5554,MORWELL (T),TOWNSHIP OF MORWELL,       10011287,2008/02/28
  1817,5555,MOSSIFACE (T),TOWNSHIP OF MOSSIFACE,       10011288,2008/02/28
  1819,3198,MOUNT COLE,PARISH OF MOUNT COLE,       10011290,2008/02/28
  1820,3199,MOURNPOUL,PARISH OF MOURNPOUL,       10011291,2008/02/28
  1822,3201,MOUYONG,PARISH OF MOUYONG,       10011293,2008/02/28
  1823,3202,MOUZIE,PARISH OF MOUZIE,       10011294,2008/02/28
  1824,3203,MOWAMBA,PARISH OF MOWAMBA,       10011295,2008/02/28
  1826,3205,MOYHU,PARISH OF MOYHU,       10011297,2008/02/28
  1827,3206,MOYREISK,PARISH OF MOYREISK,       10011298,2008/02/28
  1829,5556,MOYSTON (T),TOWNSHIP OF MOYSTON,       10011300,2008/02/28
  1830,3208,MOYSTON WEST,PARISH OF MOYSTON WEST,       10011301,2008/02/28
  1832,3209,MUCKLEFORD,PARISH OF MUCKLEFORD,       10011303,2008/02/28
  1833,3210,MUDGEEGONGA,PARISH OF MUDGEEGONGA,       10011304,2008/02/28
  1834,5558,MUDGEEGONGA (T),TOWNSHIP OF MUDGEEGONGA,       10011305,2008/02/28
  1836,3212,MULGRAVE,PARISH OF MULGRAVE,       10011307,2008/02/28
  1837,3213,MULLAGONG,PARISH OF MULLAGONG,       10011308,2008/02/28
  1839,3215,MULLINDOLINGONG,PARISH OF MULLINDOLINGONG,       10011310,2008/02/28
  1840,3216,MULLROO,PARISH OF MULLROO,       10011311,2008/02/28
  1842,3218,MUMBANNAR,PARISH OF MUMBANNAR,       10011313,2008/02/28
  1843,5559,MUMBANNAR (T),TOWNSHIP OF MUMBANNAR,       10011314,2008/02/28
  1845,3220,MUNDOONA,PARISH OF MUNDOONA,       10011316,2008/02/28
  1846,5560,MUNRO (T),TOWNSHIP OF MUNRO,       10011317,2008/02/28
  1848,3222,MURCHISON,PARISH OF MURCHISON,       10011319,2008/02/28
  1849,5561,MURCHISON (T),TOWNSHIP OF MURCHISON,       10011320,2008/02/28
  1851,3224,MURDEDUKE,PARISH OF MURDEDUKE,       10011322,2008/02/28
  1852,3225,MURGHEBOLUC,PARISH OF MURGHEBOLUC,       10011323,2008/02/28
  1853,3226,MURLONG,PARISH OF MURLONG,       10011324,2008/02/28
  1854,3227,MURMUNGEE,PARISH OF MURMUNGEE,       10011325,2008/02/28
  1856,3229,MURNUNGIN,PARISH OF MURNUNGIN,       10011327,2008/02/28
  1857,5563,MURRA WARRA (T),TOWNSHIP OF MURRA WARRA,       10011328,2008/02/28
  1859,5562,MURRABIT (T),TOWNSHIP OF MURRABIT,       10011330,2008/02/28
  1860,3231,MURRABIT WEST,PARISH OF MURRABIT WEST,       10011331,2008/02/28
  1862,3233,MURRANDARRA,PARISH OF MURRANDARRA,       10011333,2008/02/28
  1863,3234,MURRAWONG,PARISH OF MURRAWONG,       10011334,2008/02/28
  1864,5564,MURRAYVILLE (T),TOWNSHIP OF MURRAYVILLE,       10011335,2008/02/28
  1866,3236,MURRINDAL WEST,PARISH OF MURRINDAL WEST,       10011337,2008/02/28
  1867,3237,MURRINDINDI,PARISH OF MURRINDINDI,       10011338,2008/02/28
  1868,3238,MURRNROONG,PARISH OF MURRNROONG,       10011339,2008/02/28
  1870,3240,MURRUNGOWAR,PARISH OF MURRUNGOWAR,       10011341,2008/02/28
  1871,5565,MURRUNGOWAR (T),TOWNSHIP OF MURRUNGOWAR,       10011342,2008/02/28
  1873,5566,MURTOA (T),TOWNSHIP OF MURTOA,       10011344,2008/02/28
  1874,3242,MURYRTYM,PARISH OF MURYRTYM,       10011345,2008/02/28
  1875,3243,MUSKERRY,PARISH OF MUSKERRY,       10011346,2008/02/28
  1877,3245,MYAMYN,PARISH OF MYAMYN,       10011348,2008/02/28
  1879,3247,MYRNIONG,PARISH OF MYRNIONG,       10011350,2008/02/28
  1880,5567,MYRNIONG (T),TOWNSHIP OF MYRNIONG,       10011351,2008/02/28
  1882,3249,MYRTLEFORD,PARISH OF MYRTLEFORD,       10011353,2008/02/28
  1883,5568,MYRTLEFORD (T),TOWNSHIP OF MYRTLEFORD,       10011354,2008/02/28
  1884,3250,MYSIA,PARISH OF MYSIA,       10011355,2008/02/28
  1886,5570,NAGAMBIE (T),TOWNSHIP OF NAGAMBIE,       10011357,2008/02/28
  1887,3251,NAGWARRY,PARISH OF NAGWARRY,       10011358,2008/02/28
  1888,3252,NALANGIL,PARISH OF NALANGIL,       10011359,2008/02/28
  1890,3253,NANAPUNDAH,PARISH OF NANAPUNDAH,       10011361,2008/02/28
  1891,5572,NANDALY (T),TOWNSHIP OF NANDALY,       10011362,2008/02/28
  1893,3255,NANGANA,PARISH OF NANGANA,       10011364,2008/02/28
  1894,3256,NANGEELA,PARISH OF NANGEELA,       10011365,2008/02/28
  1895,3257,NANIMIA,PARISH OF NANIMIA,       10011366,2008/02/28
  1897,3259,NANOWIE,PARISH OF NANOWIE,       10011368,2008/02/28
  1898,3261,NAP-NAP-MARRA,PARISH OF NAP-NAP-MARRA,       10011369,2008/02/28
  1900,5573,NAPOLEONS (T),TOWNSHIP OF NAPOLEONS,       10011371,2008/02/28
